"","FamilyName","GivenName","HonorificPrefix","Age","PasClass_CrewDep","Ticket_Full_No","Fare__Old_Pounds","Fare__Old_Shillings","Fare__Old_Pennies","Fare_in_GBP","PortEmba","Job","Passenger_link","Pict_link","Pict_alt","Boat_Body","Passenger_status","FullName","Website_AgeNo"
"1181","MANGIAVACCHI","Serafino Emilio","Mr","30","2nd Class Passenger","32861",15,11,NA,15.55,"Cherbourg","Clerk","https://www.encyclopedia-titanica.org/titanic-victim/serafino-mangiavacchi.html",NA,NA,NA,"Victim","MANGIAVACCHI, Mr Serafino Emilio
",30
"1182","MATINOFF","Nicola","Mr","30","3rd Class Passenger","349255",7,17,NA,7.85,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/nicola-matinoff.html",NA,NA,NA,"Victim","MATINOFF, Mr Nicola
",30
"1183","MAXWELL","John","Mr","30","Deck Crew",NA,NA,NA,NA,NA,"Belfast","Carpenter / Joiner","https://www.encyclopedia-titanica.org/titanic-victim/john-maxwell.html","https://www.encyclopedia-titanica.org/images/maxwell.jpg","J. Maxwell",NA,"Victim","MAXWELL, Mr John
",30
"1184","MCGAW","Erroll Victor","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/eroll-mcgaw.html","https://www.encyclopedia-titanica.org/files/1/erroll-mcgraw-thm.jpg","E. McGaw",NA,"Victim","MCGAW, Mr Erroll Victor
",30
"1185","MCKAY","Charles Donald","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-survivor/charles-donald-mckay.html","https://www.encyclopedia-titanica.org/files/1/mckay-charles_thm.jpg","C. McKay","11","Victim","MCKAY, Mr Charles Donald
",30
"1186","MOCK","Philipp Edmund","Mr","30","1st Class Passenger","13236",57,15,NA,57.75,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/philipp-mock.html","https://www.encyclopedia-titanica.org/files/1/philip-mock.jpg","P. Mock","11","Victim","MOCK, Mr Philipp Edmund
",30
"1187","MORRIS","Arthur","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Greaser","https://www.encyclopedia-titanica.org/titanic-victim/arthur-morris.html",NA,NA,NA,"Victim","MORRIS, Mr Arthur
",30
"1188","MORROW","Thomas Rowan","Mr","30","3rd Class Passenger","372622",7,15,NA,7.75,"Queenstown","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/thomas-rowan-morrow.html","https://www.encyclopedia-titanica.org/images/morrow_tr_thm.jpg","T. Morrow",NA,"Victim","MORROW, Mr Thomas Rowan
",30
"1189","NETTLETON","George Walter","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/george-nettleton.html",NA,NA,NA,"Victim","NETTLETON, Mr George Walter
",30
"1190","NIVEN","John Brown","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/j-mcgregor.html",NA,NA,NA,"Victim","NIVEN, Mr John Brown
",30
"1191","NOSS","Henry","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-survivor/henry-noss.html","https://www.encyclopedia-titanica.org/files/2013/201302/admin/images/thumbnails/noss-henry_100x100.jpg","H. Noss",NA,"Victim","NOSS, Mr Henry
",30
"1192","NUTBEAN","William","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-survivor/william-nutbean.html","https://www.encyclopedia-titanica.org/files/2013/201303/admin/files/thumbnails/Titanic-Nutbean-William_100x100.jpg","W. Nutbean",NA,"Victim","NUTBEAN, Mr William
",30
"1193","PARR","William Henry Marsh","Mr","30","1st Class PassengerH&W Guarantee Group","112052",NA,NA,NA,NA,"Belfast","Electrician","https://www.encyclopedia-titanica.org/titanic-victim/william-henry-marsh-parr.html",NA,NA,NA,"Victim","PARR, Mr William Henry Marsh
",30
"1194","PFROPPER","Richard Paul Jozef","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-survivor/richard-pfropper.html",NA,NA,NA,"Victim","PFROPPER, Mr Richard Paul Jozef
",30
"1195","PORTALUPPI","Emilio Ilario Giuseppe","Mr","30","2nd Class Passenger","34644",12,14,NA,12.7,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/emilio-portaluppi.html","https://www.encyclopedia-titanica.org/images/portalupi_e_thm.jpg","E. Portaluppi","14","Victim","PORTALUPPI, Mr Emilio Ilario Giuseppe
",30
"1196","PRANGNELL","George Alexander","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Greaser","https://www.encyclopedia-titanica.org/titanic-survivor/george-alexander-prangnell.html","https://www.encyclopedia-titanica.org/files/1/george-alexander-pragnell.jpg","G. Prangnell","B","Victim","PRANGNELL, Mr George Alexander
",30
"1197","RENOUF","Lillian","Mrs","30","2nd Class Passenger","31027",21,NA,NA,21,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/lillian-renouf.html",NA,NA,NA,"Victim","RENOUF, Mrs Lillian
",30
"1198","RICHARDS","Joseph James","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/joseph-james-richards.html",NA,NA,NA,"Victim","RICHARDS, Mr Joseph James
",30
"1199","ROBINSON","James William","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/james-william-robinson.html",NA,NA,"[151]","Victim","ROBINSON, Mr James William
",30
"1200","ROGERS","William John","Mr","30","3rd Class Passenger","23567",8,1,NA,8.05,"Southampton","Miner","https://www.encyclopedia-titanica.org/titanic-victim/william-john-rogers.html",NA,NA,NA,"Victim","ROGERS, Mr William John
",30
"1201","RYAN","Patrick","Mr","30","3rd Class Passenger","371110",24,3,NA,24.15,"Queenstown","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/patrick-ryan.html",NA,NA,NA,"Victim","RYAN, Mr Patrick
",30
"1202","SAAD","Amin","Mr","30","3rd Class Passenger","2671",7,4,NA,7.2,"Cherbourg","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/amin-saad.html",NA,NA,NA,"Victim","SAAD, Mr Amin
",30
"1203","SANGSTER","Charles Edward","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/charles-sangster.html",NA,NA,NA,"Victim","SANGSTER, Mr Charles Edward
",30
"1204","SERREPLAà","Augusta Jeanne","Miss","30","1st Class PassengerServant","113798",31,NA,NA,31,"Southampton","Personal Maid","https://www.encyclopedia-titanica.org/titanic-survivor/auguste-serreplan.html",NA,NA,"4","Victim","SERREPLAà, Miss Augusta Jeanne
",30
"1205","SINKKONEN","Anna","Miss","30","2nd Class Passenger","250648",13,NA,NA,13,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/anna-sinkkonen.html","https://www.encyclopedia-titanica.org/files/1/anna-sinkonen.jpg","A. Sinkkonen","10","Victim","SINKKONEN, Miss Anna
",30
"1206","SLAYTER","Hilda Mary","Miss","30","2nd Class Passenger","234818",12,7,NA,12.35,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/hilda-mary-slayter.html","https://www.encyclopedia-titanica.org/images/hildaslater_100.jpg","H. Slayter","13","Victim","SLAYTER, Miss Hilda Mary
",30
"1207","SLOCOMBE","Maude Louise","Mrs","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Turkish Bath Stewardess","https://www.encyclopedia-titanica.org/titanic-survivor/maude-slocombe.html","https://www.encyclopedia-titanica.org/files/1/stewardess-5.jpg","M. Slocombe",NA,"Victim","SLOCOMBE, Mrs Maude Louise
",30
"1208","STEEL","Robert Edward","Mr","30","Engineering CrewSubstitute Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/robert-edward-steel.html",NA,NA,NA,"Victim","STEEL, Mr Robert Edward
",30
"1209","STRANDéN","Juho Niilosson","Mr","30","3rd Class Passenger","3101288",7,18,NA,7.9,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/juho-niilosson-stranden.html",NA,NA,"9","Victim","STRANDéN, Mr Juho Niilosson
",30
"1210","TANNuS","Bashir","Mr","30","3rd Class Passenger","2621",6,8,NA,6.4,"Cherbourg","Dealer","https://www.encyclopedia-titanica.org/titanic-victim/charles-rad-thomas.html",NA,NA,NA,"Victim","TANNuS, Mr Bashir
",30
"1211","THOMAS","Benjamin James","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-survivor/benjamin-james-thomas.html",NA,NA,"15","Victim","THOMAS, Mr Benjamin James
",30
"1212","TOSHACK","James Adamson","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/james-adamson-toshack.html",NA,NA,NA,"Victim","TOSHACK, Mr James Adamson
",30
"1213","VAN IMPE","Rosalie Paula","Mrs","30","3rd Class Passenger","345773",24,3,NA,24.15,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/rosalie-paula-van-impe.html",NA,NA,NA,"Victim","VAN IMPE, Mrs Rosalie Paula
",30
"1214","WELLER","William Clifford","Mr","30","Deck Crew",NA,NA,NA,NA,NA,"Belfast","Able-bodied Seaman","https://www.encyclopedia-titanica.org/titanic-survivor/william-clifford-weller.html","https://www.encyclopedia-titanica.org/files/1/william_weller_photo1b.jpg","W. Weller","7","Victim","WELLER, Mr William Clifford
",30
"1215","WHEAT","Joseph Thomas","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Assistant Second Steward","https://www.encyclopedia-titanica.org/titanic-survivor/joseph-thomas-wheat.html","https://www.encyclopedia-titanica.org/images/wheat_jt.jpg","J. Wheat","11","Victim","WHEAT, Mr Joseph Thomas
",30
"1216","WILKINSON","Elizabeth Anne","Mrs","30","2nd Class Passenger","2926",26,NA,NA,26,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-anne-wilkinson.html",NA,NA,"16","Victim","WILKINSON, Mrs Elizabeth Anne
",30
"1217","AKERMAN","Albert Edward","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","3rd Class Steward","https://www.encyclopedia-titanica.org/titanic-victim/albert-akerman.html",NA,NA,NA,"Victim","AKERMAN, Mr Albert Edward
",31
"1218","ANGLE","William","Mr","31","2nd Class Passenger","226875",26,NA,NA,26,"Southampton","Tile Maker","https://www.encyclopedia-titanica.org/titanic-victim/william-angle.html",NA,NA,NA,"Victim","ANGLE, Mr William
",31
"1219","BANSKI","Mara","Mrs","31","3rd Class Passenger","349244",8,13,NA,8.65,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/mara-banski.html",NA,NA,NA,"Victim","BANSKI, Mrs Mara
",31
"1220","BASSANI","Albina","Mrs","31","1st Class PassengerServant","11813",76,5,NA,76.25,"Cherbourg","Personal Maid","https://www.encyclopedia-titanica.org/titanic-survivor/albina-bazzani.html",NA,NA,"8","Victim","BASSANI, Mrs Albina
",31
"1221","BEDFORD","William Barnett","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Assistant Roast Cook","https://www.encyclopedia-titanica.org/titanic-victim/william-barnet-bedford.html",NA,NA,NA,"Victim","BEDFORD, Mr William Barnett
",31
"1222","BESSANT","Edward","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","1st class baggage steward","https://www.encyclopedia-titanica.org/titanic-victim/edward-bessant.html",NA,NA,NA,"Victim","BESSANT, Mr Edward
",31
"1223","BIDDLECOMBE","Reginald Charles","Mr","31","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/charles-biddlecombe.html",NA,NA,NA,"Victim","BIDDLECOMBE, Mr Reginald Charles
",31
"1224","BIRD","Ellen","Miss","31","1st Class PassengerServant","17483",221,15,NA,221.75,"Southampton","Personal Maid","https://www.encyclopedia-titanica.org/titanic-survivor/ellen-bird.html",NA,NA,"8","Victim","BIRD, Miss Ellen
",31
"1225","BOWKER","Ruth Harwood","Miss","31","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Cashier","https://www.encyclopedia-titanica.org/titanic-survivor/ruth-bowker.html",NA,NA,"6","Victim","BOWKER, Miss Ruth Harwood
",31
"1226","BROOME","Athol Frederick","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Verandah Steward (1st Class)","https://www.encyclopedia-titanica.org/titanic-victim/athol-frederick-broome.html",NA,NA,NA,"Victim","BROOME, Mr Athol Frederick
",31
"1227","BROWNE","Francis M.","Rev.","31","1st Class PassengerCross Channel Passenger","84",4,NA,NA,4,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-biography/francis-browne.html","https://www.encyclopedia-titanica.org/images/browne_f_art_thm.jpg","F. Browne",NA,"Victim","BROWNE, Rev. Francis M.
",31
"1228","BUTT","William John","Mr","31","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/william-john-butt.html",NA,NA,"[77]","Victim","BUTT, Mr William John
",31
"1229","CARNEY","William","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Lift Steward","https://www.encyclopedia-titanica.org/titanic-victim/william-carney.html",NA,NA,"[251]","Victim","CARNEY, Mr William
",31
"1230","CLENCH","George James","Mr","31","Deck Crew",NA,NA,NA,NA,NA,"Southampton","Able Seaman","https://www.encyclopedia-titanica.org/titanic-victim/george-clench.html",NA,NA,NA,"Victim","CLENCH, Mr George James
",31
"1231","COLLYER","Harvey","Mr","31","2nd Class Passenger","31921",26,5,NA,26.25,"Southampton","Grocer","https://www.encyclopedia-titanica.org/titanic-victim/harvey-collyer.html","https://www.encyclopedia-titanica.org/files/1/harvey-collyer.jpg","H. Collyer",NA,"Victim","COLLYER, Mr Harvey
",31
"1232","CONLIN","Thomas Henry","Mr","31","3rd Class Passenger","21332",7,14,NA,7.7,"Queenstown","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/thomas-henry-conlin.html",NA,NA,NA,"Victim","CONLIN, Mr Thomas Henry
",31
"1233","DAVIDSON","Thornton","Mr","31","1st Class Passenger","12750",52,NA,NA,52,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/thornton-davidson.html","https://www.encyclopedia-titanica.org/images/thornton_davidson_100.jpg","T. Davidson",NA,"Victim","DAVIDSON, Mr Thornton
",31
"1234","DICK","Albert Adrian","Mr","31","1st Class Passenger","17474",57,NA,NA,57,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/albert-adrian-dick.html","https://www.encyclopedia-titanica.org/images/dick_aa_thm.jpg","A. Dick","3","Victim","DICK, Mr Albert Adrian
",31
"1235","DONOGHUE","Florence","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Bed Room Steward","https://www.encyclopedia-titanica.org/titanic-victim/frank-thomas-donoghue.html",NA,NA,NA,"Victim","DONOGHUE, Mr Florence
",31
"1236","DOWDELL","Elizabeth","Miss","31","3rd Class Passenger","364516",12,9,NA,12.45,"Southampton","Housekeeper","https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-dowdell.html",NA,NA,"13","Victim","DOWDELL, Miss Elizabeth
",31
"1237","GILARDINO","Vincenzo Pio","Sig.","31","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Waiter","https://www.encyclopedia-titanica.org/titanic-victim/vincenzo-pio-gilardino.html","https://www.encyclopedia-titanica.org/images/gilardino_vp_thm.jpg","V. Gilardino",NA,"Victim","GILARDINO, Sig. Vincenzo Pio
",31
"1238","GILLESPIE","William Henry","Mr","31","2nd Class Passenger","12233",13,NA,NA,13,"Southampton","Clerk","https://www.encyclopedia-titanica.org/titanic-victim/william-henry-gillespie.html",NA,NA,NA,"Victim","GILLESPIE, Mr William Henry
",31
"1239","GOLDSMITH","Emily Alice","Mrs","31","3rd Class Passenger","363291",20,10,NA,20.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/emily-goldsmith.html","https://www.encyclopedia-titanica.org/files/1/emily-alice-goldsmith.jpg","E. Goldsmith","C","Victim","GOLDSMITH, Mrs Emily Alice
",31
"1240","HAINES","Albert","Mr","31","Deck Crew",NA,NA,NA,NA,NA,"Belfast","Boatswain Mate","https://www.encyclopedia-titanica.org/titanic-survivor/albert-haines.html","https://www.encyclopedia-titanica.org/images/haines.jpg","A. Haines","9","Victim","HAINES, Mr Albert
",31
"1241","HOWELL","Arthur Albert","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/arthur-albert-howell.html",NA,NA,"[319]","Victim","HOWELL, Mr Arthur Albert
",31
"1242","HOYT","Jane Anne","Mrs","31","1st Class Passenger","19943",100,NA,NA,100,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/jane-anne-hoyt.html","https://www.encyclopedia-titanica.org/images/hoyt_fm2.jpg","J. Hoyt","D","Victim","HOYT, Mrs Jane Anne
",31
"1243","HUTCHINSON","James","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Vegetable Cook","https://www.encyclopedia-titanica.org/titanic-victim/james-hutchinson.html",NA,NA,"[250]","Victim","HUTCHINSON, Mr James
",31
"1244","IDE","Harry John","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","1st Class Bedroom Steward","https://www.encyclopedia-titanica.org/titanic-victim/harry-john-ide.html",NA,NA,NA,"Victim","IDE, Mr Harry John
",31
"1245","INSTANCE","Thomas","Mr","31","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/t-instance.html",NA,NA,NA,"Victim","INSTANCE, Mr Thomas
",31
"1246","JENNER","F.","Mr","31","Deck Crew",NA,NA,NA,NA,NA,"Belfast","Lookout","https://www.encyclopedia-titanica.org/titanic-biography/f-jenner.html",NA,NA,NA,"Victim","JENNER, Mr F.
",31
"1247","JOHANSSON","Karl Johan","Mr","31","3rd Class Passenger","347063",7,15,NA,7.75,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/karl-johan-johansson.html",NA,NA,NA,"Victim","JOHANSSON, Mr Karl Johan
",31
"1248","JUDD","Charles Edward","Mr","31","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-survivor/charles-judd.html",NA,NA,"B","Victim","JUDD, Mr Charles Edward
",31
"1249","KITCHING","Arthur Alfred","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/arthur-alfred-kitching.html",NA,NA,NA,"Victim","KITCHING, Mr Arthur Alfred
",31
"1250","KVILLNER","Johan Henrik Johannesson","Mr","31","2nd Class Passenger","18723",10,10,NA,10.5,"Southampton","Mechanical Engineer","https://www.encyclopedia-titanica.org/titanic-victim/johan-henrik-johannesson-kvillner.html","https://www.encyclopedia-titanica.org/files/1/thumbnails/johan_henrik_johanesson_kvillner_1_10010.jpg","J. Kvillner","[165]","Victim","KVILLNER, Mr Johan Henrik Johannesson
",31
"1251","LAMB","John J.","Mr","31","2nd Class Passenger","240261",10,14,NA,10.7,"Queenstown","Gentleman","https://www.encyclopedia-titanica.org/titanic-victim/john-joseph-lamb.html",NA,NA,NA,"Victim","LAMB, Mr John J.
",31
"1252","LEITCH","Jessie Wills","Miss","31","2nd Class Passenger","248727",33,NA,NA,33,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/jessie-leitch.html",NA,NA,"11","Victim","LEITCH, Miss Jessie Wills
",31
"1253","LOBB","William Arthur","Mr","31","3rd Class Passenger","3336",16,2,NA,16.1,"Southampton","Engineer","https://www.encyclopedia-titanica.org/titanic-victim/william-arthur-lobb.html",NA,NA,NA,"Victim","LOBB, Mr William Arthur
",31
"1254","LONG","Frank","Mr","31","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/f-long.html","https://www.encyclopedia-titanica.org/images/long.jpg","F. Long",NA,"Victim","LONG, Mr Frank
",31
"1255","LUCAS","William Watson","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-survivor/william-lucas-2.html","https://www.encyclopedia-titanica.org/files/2013/201301/admin/images/thumbnails/titanic-crew-william-watson-lucas_100x100.jpg","W. Lucas","A","Victim","LUCAS, Mr William Watson
",31
"1256","MAYNARD","Isaac Hiram","Mr","31","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Entrée Cook","https://www.encyclopedia-titanica.org/titanic-survivor/isaac-hiram-maynard.html","https://www.encyclopedia-titanica.org/files/1/isaac-maynard.jpg","I. Maynard","B","Victim","MAYNARD, Mr Isaac Hiram
",31
